id,text,user,is_hateful
10078,paris: un centre d'hébergements pour réfugiés ouvre dans le 16e via …,user_9,0
10079,le mongol de la semaine qui ne sait pas que la police obéit au ministre de l'intérieur et son pseudo président ! qu…,user_12,0
1008,@user dois mongol,user_9,0
10080,"Tu es obligé d'accepter les codes vestimentaires de chacun, si ça tagresse ne regarde pas.",user_5,0
10081,@user la 1ère étape du négationnisme est de ne pas prononcer le mot islam. il s'agit pourtant de #terrorisme… @url,user_6,0
10082,"Go to the mosque, talk to the faithful and you will see that you have a bad idea of Muslims.",user_4,0
10083,@user ce sale arabe connor c'est son père dirait.... je vais le lyncher sur son curious cat de ce pas comme un brave.,user_1,0
10084,ptdr il la découpé dirait les renois au foot staprem,user_1,0
10085,"You speak on behalf of his women without even having spoken with them, even if only once the vast majority of them make this choice for another form of freedom that you do not understand that you know about the veiled woman? Apart from the myth that the media have shaped to lobotomize you the brain, what is this sudden craze for the pseudo cause of women? Thirty or forty years ago, we did not care about women because they were invisible and couldn't read and write, and now that they have a respondent that they have a 5 year high school diploma, all at once we care about them. Stop the shortcuts between what is happening in Afghanistan and here in France ask them the question! It is because they are free and they are not subject to your ideas in contradiction with reality that it bothers you and then we are in France in 2018 the freedom to dress is part of the values you defend so much.",user_8,0
10086,It is wrong. And the texts prove it.,user_13,0
10087,Ça fais longtemps j'ai pas vu des arabes j'me sens dépaysée,user_8,0
10088,ouiiiii comme les peintures rupestres le bas mongol et le sanscrit? ce comique devrait réviser s…,user_13,0
10089,Vous ne connaissez pas l'islam ni les musulmans apparement.,user_11,0
1009,@user du terrorisme intellectuel et même pas subliminal.,user_10,0
10090,"L'islam prône le respect de la création de Dieu, c'est à dire toute l'humanité.",user_12,0
10091,It is a lack of knowledge of Muslim women.,user_4,0
10092,@user bah j'suis pas petite et je fais moins de 1m80 mongol j'suis pas « naine »,user_15,0
10093,voila ou mene le paternalisme gauchiste. le racisme inverse est tellement malsain c'est hallucinant,user_13,0
